order_id,order_date,region,product,channel,customer,units,unit_price,revenue,is_renewal
ORD-014052,2024-06-12,Asia Pacific,Enterprise,Self-serve,Kelly-Holt,4,1630.88,6523.52,False
ORD-014053,2025-06-06,MEA,Scale,Partner,Hughes-Robinson,12,430.34,5164.08,False
ORD-014054,2024-09-14,Asia Pacific,Growth,Direct,Parks Inc,12,200.33,2403.96,False
ORD-014055,2024-11-22,MEA,Starter,Partner,Jones PLC,4,52.65,210.6,False
ORD-014056,2025-10-02,Latin America,Growth,Outbound,West Inc,10,192.17,1921.7,True
ORD-014057,2025-03-03,North America,Scale,Direct,Thompson-Sanchez,5,509.95,2549.75,False
ORD-014058,2024-08-11,Europe,Starter,Outbound,Snyder LLC,4,43.16,172.64,False
ORD-014059,2025-11-15,Asia Pacific,Add-on: Analytics,Direct,"Stephens, Davis and Miller",11,106.76,1174.36,False
ORD-014060,2025-09-03,MEA,Starter,Outbound,Carr-Jackson,8,51.41,411.28,False
ORD-014061,2024-09-02,MEA,Starter,Self-serve,Robinson-Vincent,11,42.47,467.17,False
ORD-014062,2024-06-05,Asia Pacific,Starter,Partner,James and Sons,9,44.19,397.71,True
ORD-014063,2025-01-11,Asia Pacific,Starter,Partner,Jackson-Foster,6,49.23,295.38,False
ORD-014064,2025-02-19,Asia Pacific,Enterprise,Direct,"Beasley, Garcia and Andrews",3,1576.33,4728.99,False
ORD-014065,2024-09-30,Asia Pacific,Starter,Direct,Davis Inc,5,49.24,246.2,False
ORD-014066,2025-01-16,Asia Pacific,Growth,Self-serve,Beltran Inc,11,169.83,1868.13,False
ORD-014067,2025-09-25,MEA,Starter,Outbound,Guzman-Combs,9,47.14,424.26,True
ORD-014068,2026-02-27,MEA,Starter,Self-serve,Brown-Sanders,2,41.98,83.96,False
ORD-014069,2024-08-16,Latin America,Scale,Direct,"Jackson, Lee and Pearson",9,548.46,4936.14,True
ORD-014070,2024-12-30,Latin America,Starter,Self-serve,Lewis Group,11,53.7,590.7,False
ORD-014071,2025-06-21,North America,Growth,Self-serve,Thompson PLC,5,213.5,1067.5,False
ORD-014072,2024-06-15,Europe,Starter,Outbound,"Clay, Clay and Davis",1,44.3,44.3,False
ORD-014073,2025-10-24,Latin America,Add-on: AI,Partner,"Collins, Jones and Moon",11,145.84,1604.24,True
ORD-014074,2025-07-01,North America,Scale,Direct,Price-Hughes,5,471.4,2357.0,True
ORD-014075,2025-09-09,Latin America,Starter,Partner,"Young, Powell and Walls",5,52.63,263.15,False
ORD-014076,2024-03-24,Asia Pacific,Growth,Self-serve,Thomas-Henry,2,173.5,347.0,False
ORD-014077,2025-12-24,Asia Pacific,Growth,Outbound,Chen LLC,5,206.48,1032.4,False
ORD-014078,2024-10-14,MEA,Growth,Outbound,Williams-Marquez,11,171.61,1887.71,False
ORD-014079,2024-11-06,MEA,Growth,Self-serve,"Smith, Fitzgerald and Kemp",6,206.09,1236.54,True
ORD-014080,2024-01-22,MEA,Starter,Partner,"Jennings, Dyer and Perez",6,42.31,253.86,True
ORD-014081,2025-11-01,Europe,Starter,Self-serve,Cox Inc,3,50.21,150.63,False
ORD-014082,2025-11-07,MEA,Starter,Self-serve,Page-Fisher,9,50.21,451.89,False
ORD-014083,2025-08-24,North America,Growth,Direct,Mccann-Johnson,8,175.97,1407.76,True
ORD-014084,2025-09-07,North America,Starter,Direct,"Nelson, Mays and Washington",11,43.34,476.74,False
ORD-014085,2024-05-16,Latin America,Growth,Direct,Johns LLC,2,222.34,444.68,False
ORD-014086,2024-11-01,MEA,Growth,Outbound,"Jones, Daniel and Morgan",8,218.96,1751.68,True
ORD-014087,2024-12-23,Latin America,Add-on: Analytics,Outbound,Walker and Sons,2,102.71,205.42,True
ORD-014088,2026-03-28,Asia Pacific,Add-on: Analytics,Outbound,Vargas Group,9,89.59,806.31,False
ORD-014089,2024-01-01,Latin America,Growth,Self-serve,Brown PLC,1,181.0,181.0,False
ORD-014090,2024-11-22,Europe,Scale,Outbound,Carter Inc,7,446.96,3128.72,False
ORD-014091,2024-11-08,Latin America,Growth,Self-serve,Parker-Little,4,215.13,860.52,True
ORD-014092,2025-05-24,MEA,Starter,Self-serve,Morgan Ltd,8,45.88,367.04,False
ORD-014093,2025-04-03,MEA,Starter,Outbound,"Barnes, Rogers and Young",7,53.68,375.76,False
ORD-014094,2026-03-28,Europe,Growth,Self-serve,Walker Group,6,210.75,1264.5,False
ORD-014095,2025-12-13,MEA,Starter,Partner,Guerrero PLC,5,53.51,267.55,True
ORD-014096,2024-03-18,Europe,Starter,Self-serve,Castillo-Gonzalez,9,41.76,375.84,False
ORD-014097,2025-06-04,Asia Pacific,Enterprise,Self-serve,"Garcia, Flores and Gordon",12,1325.21,15902.52,True
ORD-014098,2025-01-08,MEA,Growth,Outbound,"Smith, Pope and Evans",12,216.93,2603.16,False
ORD-014099,2025-05-04,MEA,Starter,Self-serve,Thomas-Bennett,7,48.45,339.15,False
ORD-014100,2025-06-27,MEA,Growth,Partner,Williams-Reeves,3,212.29,636.87,False
ORD-014101,2024-08-06,MEA,Starter,Self-serve,Stone-Wong,11,54.29,597.19,False
ORD-014102,2026-02-18,Asia Pacific,Add-on: Analytics,Self-serve,Myers-Smith,5,104.36,521.8,False
ORD-014103,2025-03-28,Latin America,Scale,Self-serve,Perez LLC,3,436.66,1309.98,False
ORD-014104,2024-02-15,Asia Pacific,Scale,Self-serve,"Mckee, Wood and Wilkinson",12,543.48,6521.76,False
ORD-014105,2025-04-22,Latin America,Starter,Direct,"Moran, Barber and Sampson",6,53.83,322.98,False
ORD-014106,2025-05-11,MEA,Scale,Self-serve,Dalton-Roberts,4,445.78,1783.12,False
ORD-014107,2025-01-30,Europe,Starter,Partner,Brown PLC,9,48.56,437.04,True
ORD-014108,2025-09-09,Asia Pacific,Starter,Self-serve,Farmer PLC,3,51.2,153.6,True
ORD-014109,2025-07-23,Latin America,Growth,Outbound,Taylor and Sons,4,188.93,755.72,False
ORD-014110,2025-01-27,North America,Starter,Partner,Davis LLC,9,45.47,409.23,False
ORD-014111,2025-12-27,Europe,Enterprise,Direct,Greene PLC,12,1334.03,16008.36,False
ORD-014112,2026-03-09,MEA,Starter,Direct,"Smith, Manning and Cameron",4,52.6,210.4,False
ORD-014113,2025-11-14,Latin America,Starter,Self-serve,York LLC,7,54.48,381.36,False
ORD-014114,2024-01-31,Asia Pacific,Growth,Self-serve,Bryant LLC,11,177.61,1953.71,True
ORD-014115,2025-05-05,Asia Pacific,Enterprise,Direct,Ellison Ltd,1,1464.18,1464.18,False
ORD-014116,2024-10-12,Latin America,Growth,Partner,"Buckley, Price and Berger",8,218.78,1750.24,True
ORD-014117,2025-04-24,Latin America,Scale,Direct,Walters-Lang,7,529.25,3704.75,True
ORD-014118,2024-03-04,Europe,Starter,Partner,Morales-Mcclure,11,54.36,597.96,False
ORD-014119,2025-06-22,Asia Pacific,Add-on: AI,Partner,"Moore, Thomas and Walsh",9,138.95,1250.55,False
ORD-014120,2024-10-20,MEA,Enterprise,Self-serve,"Burton, Campbell and Gonzalez",8,1559.45,12475.6,True
ORD-014121,2025-07-25,North America,Growth,Direct,"Craig, Reed and Medina",4,170.31,681.24,False
ORD-014122,2026-03-20,North America,Starter,Outbound,"Harrell, Grant and Blake",11,42.9,471.9,False
ORD-014123,2026-01-26,Asia Pacific,Scale,Partner,Mueller-Martin,4,563.76,2255.04,True
ORD-014124,2025-10-29,Latin America,Growth,Self-serve,Beasley LLC,8,224.19,1793.52,False
ORD-014125,2024-03-13,Europe,Growth,Self-serve,"Werner, Miller and Johnson",12,223.95,2687.4,True
ORD-014126,2026-03-23,North America,Starter,Outbound,Reyes Ltd,3,49.96,149.88,False
ORD-014127,2024-12-06,Asia Pacific,Growth,Partner,Perez-Freeman,3,215.51,646.53,False
ORD-014128,2025-02-10,MEA,Enterprise,Direct,Davis-Carter,8,1568.14,12545.12,True
ORD-014129,2024-02-28,Europe,Scale,Self-serve,Sharp Ltd,9,453.15,4078.35,False
ORD-014130,2024-05-24,North America,Scale,Direct,"Harrison, Parks and Perkins",11,474.69,5221.59,False
ORD-014131,2025-06-13,MEA,Scale,Partner,Pace-Rogers,8,533.91,4271.28,False
ORD-014132,2024-12-29,Europe,Add-on: Analytics,Partner,Boyer LLC,4,109.81,439.24,False
ORD-014133,2024-12-31,Asia Pacific,Starter,Self-serve,"Richardson, Smith and Castro",2,49.96,99.92,False
ORD-014134,2024-12-03,Asia Pacific,Starter,Direct,Williams Ltd,7,48.77,341.39,False
ORD-014135,2025-06-14,MEA,Scale,Self-serve,"Hurst, Whitney and Higgins",7,446.37,3124.59,False
ORD-014136,2025-06-29,North America,Starter,Direct,Torres-Gonzalez,2,43.3,86.6,False
ORD-014137,2025-07-25,North America,Starter,Direct,Coleman-Lowery,3,46.48,139.44,False
ORD-014138,2024-06-23,Asia Pacific,Starter,Partner,Shepherd Ltd,5,45.98,229.9,False
ORD-014139,2024-05-08,North America,Starter,Direct,Watkins and Sons,12,54.07,648.84,True
ORD-014140,2025-07-04,MEA,Add-on: Analytics,Direct,Soto-Johnson,5,109.33,546.65,True
ORD-014141,2025-04-11,MEA,Growth,Self-serve,"Johnson, Meyer and Moore",4,219.6,878.4,True
ORD-014142,2025-02-06,Latin America,Growth,Self-serve,Brown-Boyd,6,215.52,1293.12,True
ORD-014143,2024-08-24,Latin America,Scale,Partner,Mckinney-Ortega,4,560.04,2240.16,True
ORD-014144,2024-06-17,North America,Enterprise,Self-serve,Williams-Huff,1,1356.28,1356.28,False
ORD-014145,2025-07-02,North America,Starter,Self-serve,Smith-Phillips,7,52.65,368.55,False
ORD-014146,2024-07-18,North America,Scale,Self-serve,Brown-Patterson,4,495.25,1981.0,False
ORD-014147,2025-09-26,Asia Pacific,Enterprise,Outbound,Thompson and Sons,7,1501.16,10508.12,False
ORD-014148,2025-02-01,Asia Pacific,Scale,Outbound,Morris-Moon,5,523.5,2617.5,False
ORD-014149,2025-08-05,Europe,Growth,Partner,"Barrett, Lopez and Paul",9,190.9,1718.1,False
ORD-014150,2024-06-15,North America,Growth,Partner,Fisher-Mcknight,11,198.12,2179.32,True
ORD-014151,2024-04-12,MEA,Starter,Partner,"Johnson, Johnston and Evans",6,48.19,289.14,False
ORD-014152,2026-01-02,Europe,Growth,Partner,Vasquez LLC,6,214.72,1288.32,True
ORD-014153,2025-09-15,Europe,Starter,Direct,"Johnson, Price and Madden",10,47.95,479.5,False
ORD-014154,2025-10-23,North America,Starter,Direct,Mendez-Bell,6,53.22,319.32,False
ORD-014155,2024-04-30,MEA,Starter,Partner,"Adams, Martin and Wilson",1,54.51,54.51,False
ORD-014156,2024-09-10,Europe,Add-on: Analytics,Outbound,Austin and Sons,6,90.67,544.02,True
ORD-014157,2024-10-09,Latin America,Scale,Self-serve,"Paul, Montgomery and Mckee",4,457.24,1828.96,False
ORD-014158,2025-10-02,Europe,Starter,Outbound,Hodges PLC,5,51.74,258.7,False
ORD-014159,2024-12-12,North America,Growth,Self-serve,Solis Group,3,221.1,663.3,False
ORD-014160,2025-05-25,MEA,Scale,Direct,"Guerrero, Gomez and Farley",1,475.72,475.72,False
ORD-014161,2024-06-24,Asia Pacific,Growth,Partner,Burnett Group,7,224.98,1574.86,False
ORD-014162,2026-03-27,Europe,Growth,Outbound,Hughes-Le,7,221.49,1550.43,False
ORD-014163,2024-03-20,North America,Enterprise,Partner,Bennett-Ford,1,1281.97,1281.97,False
ORD-014164,2025-11-27,Europe,Starter,Partner,Reyes-Rivera,7,51.79,362.53,True
ORD-014165,2024-12-09,Europe,Growth,Direct,Peters LLC,9,175.6,1580.4,False
ORD-014166,2025-07-29,Latin America,Scale,Self-serve,Garner Inc,3,516.59,1549.77,True
ORD-014167,2024-08-26,Europe,Starter,Self-serve,"Camacho, Blackwell and Torres",8,45.94,367.52,True
ORD-014168,2026-01-13,Asia Pacific,Starter,Self-serve,"Carpenter, Moore and Mcdonald",2,41.71,83.42,False
ORD-014169,2025-01-15,MEA,Add-on: AI,Outbound,Gilmore PLC,11,166.34,1829.74,False
ORD-014170,2025-03-21,MEA,Growth,Outbound,Robertson Inc,10,192.79,1927.9,True
ORD-014171,2025-04-02,North America,Growth,Partner,Thomas LLC,6,185.17,1111.02,True
ORD-014172,2025-03-10,Europe,Growth,Direct,"Rogers, Wall and King",8,224.15,1793.2,False
ORD-014173,2024-02-06,Latin America,Growth,Partner,"Lowe, Hernandez and Vega",4,208.58,834.32,False
ORD-014174,2025-09-28,Latin America,Growth,Self-serve,Smith and Sons,2,194.53,389.06,True
ORD-014175,2024-09-12,North America,Growth,Direct,"Melton, Weaver and Ortiz",6,219.68,1318.08,True
ORD-014176,2024-11-15,Europe,Starter,Outbound,"Wilson, Farmer and Martinez",2,47.33,94.66,False
ORD-014177,2024-01-28,Asia Pacific,Scale,Partner,"Conner, Rice and Maxwell",6,438.01,2628.06,False
ORD-014178,2024-07-27,MEA,Scale,Direct,Moreno and Sons,5,524.37,2621.85,True
ORD-014179,2025-07-27,North America,Growth,Partner,"Wise, Macias and Horn",3,208.31,624.93,False
ORD-014180,2024-09-05,Europe,Scale,Direct,Lee-Arellano,1,484.7,484.7,False
ORD-014181,2024-11-03,Europe,Starter,Direct,Robinson-Smith,10,48.31,483.1,False
ORD-014182,2025-07-31,Latin America,Starter,Partner,"Weaver, Cain and Perez",5,44.1,220.5,False
ORD-014183,2025-10-23,Europe,Growth,Outbound,"Roberts, Garcia and Jordan",8,183.31,1466.48,False
ORD-014184,2025-02-24,North America,Growth,Self-serve,Marshall-Morales,5,188.07,940.35,False
ORD-014185,2024-10-28,MEA,Scale,Self-serve,Horton Inc,5,531.88,2659.4,False
ORD-014186,2024-08-12,Europe,Starter,Direct,"Grimes, Martinez and Smith",6,45.21,271.26,False
ORD-014187,2025-04-20,MEA,Starter,Self-serve,Kirk Inc,12,55.87,670.44,False
ORD-014188,2025-01-08,MEA,Scale,Direct,"Ellis, Guzman and Good",12,472.36,5668.32,False
ORD-014189,2026-02-03,North America,Scale,Self-serve,Mata-Malone,8,545.64,4365.12,True
ORD-014190,2025-01-09,Europe,Starter,Partner,Mayer-Ramirez,4,47.56,190.24,False
ORD-014191,2025-11-16,North America,Starter,Self-serve,Garza-Mcneil,7,42.94,300.58,False
ORD-014192,2025-01-02,Asia Pacific,Enterprise,Direct,Preston and Sons,4,1667.74,6670.96,True
ORD-014193,2025-01-13,Asia Pacific,Growth,Direct,"Gibson, Hamilton and Clark",1,175.23,175.23,True
ORD-014194,2025-11-29,Asia Pacific,Starter,Partner,"Torres, Wilson and Holt",7,55.9,391.3,False
ORD-014195,2025-04-17,Asia Pacific,Growth,Partner,"Stewart, Owen and Gutierrez",11,193.21,2125.31,True
ORD-014196,2024-05-29,MEA,Scale,Outbound,Franklin-Greene,12,566.31,6795.72,False
ORD-014197,2025-05-30,MEA,Add-on: Analytics,Outbound,Weber-Hart,4,94.59,378.36,False
ORD-014198,2024-03-16,Europe,Scale,Outbound,Doyle and Sons,1,465.7,465.7,True
ORD-014199,2025-10-17,Europe,Starter,Direct,Baldwin and Sons,3,51.03,153.09,True
ORD-014200,2025-09-27,MEA,Starter,Self-serve,Richmond and Sons,10,52.02,520.2,True
ORD-014201,2024-09-27,North America,Enterprise,Direct,Avila-Lee,1,1592.82,1592.82,False
ORD-014202,2026-03-19,Asia Pacific,Starter,Partner,"Gilbert, Duncan and Mcneil",3,53.01,159.03,False
ORD-014203,2026-01-17,North America,Growth,Partner,Ortiz-Hubbard,1,187.69,187.69,False
ORD-014204,2025-07-23,MEA,Scale,Partner,"Shaffer, Rodriguez and Mayer",4,524.13,2096.52,True
ORD-014205,2024-03-04,Europe,Growth,Partner,Jennings LLC,10,196.73,1967.3,True
ORD-014206,2025-04-16,Europe,Add-on: AI,Self-serve,Smith Group,4,150.63,602.52,True
ORD-014207,2024-04-29,Europe,Enterprise,Outbound,Holmes-Chase,2,1699.86,3399.72,True
ORD-014208,2026-03-05,Asia Pacific,Enterprise,Outbound,Avery PLC,5,1473.86,7369.3,False
ORD-014209,2026-01-30,Latin America,Starter,Outbound,Cruz-Neal,2,42.82,85.64,False
ORD-014210,2025-02-09,Asia Pacific,Growth,Self-serve,Davidson Ltd,1,206.68,206.68,False
ORD-014211,2026-03-30,MEA,Starter,Outbound,Johnson-Gomez,2,45.71,91.42,False
ORD-014212,2025-12-29,MEA,Growth,Self-serve,"Burton, Aguilar and Ruiz",5,195.1,975.5,False
ORD-014213,2024-02-21,MEA,Starter,Direct,Moore LLC,9,45.9,413.1,False
ORD-014214,2024-01-08,Europe,Add-on: Analytics,Direct,Glenn Group,8,98.63,789.04,True
ORD-014215,2026-03-29,North America,Starter,Self-serve,"Allen, Wright and Stanley",10,45.01,450.1,True
ORD-014216,2025-10-25,Asia Pacific,Add-on: Analytics,Outbound,Wright-Williams,9,105.44,948.96,False
ORD-014217,2024-08-20,MEA,Growth,Self-serve,Cordova PLC,9,222.64,2003.76,False
ORD-014218,2024-08-01,North America,Starter,Self-serve,Lee-Jones,5,46.54,232.7,False
ORD-014219,2025-11-28,North America,Scale,Self-serve,Villarreal-Olson,3,508.29,1524.87,True
ORD-014220,2024-06-04,MEA,Growth,Partner,Ballard Ltd,2,182.69,365.38,False
ORD-014221,2024-02-08,Europe,Growth,Self-serve,"Thomas, Martinez and Rodriguez",8,179.43,1435.44,False
ORD-014222,2025-08-12,North America,Starter,Outbound,Murray-Schaefer,8,44.36,354.88,False
ORD-014223,2024-06-10,Asia Pacific,Starter,Self-serve,Johnson and Sons,5,44.33,221.65,False
ORD-014224,2024-09-02,North America,Scale,Partner,Murray-Olson,3,491.94,1475.82,False
ORD-014225,2024-10-10,Europe,Starter,Outbound,Quinn LLC,7,52.3,366.1,False
ORD-014226,2025-08-01,Latin America,Starter,Self-serve,Ramirez LLC,6,44.08,264.48,False
ORD-014227,2024-01-31,Asia Pacific,Growth,Outbound,Leon-Butler,10,200.66,2006.6,False
ORD-014228,2024-10-11,Asia Pacific,Starter,Partner,Hayes-Pineda,12,48.65,583.8,True
ORD-014229,2024-12-21,MEA,Starter,Partner,Brown Inc,12,50.9,610.8,False
ORD-014230,2025-06-02,North America,Growth,Partner,Hunt-Murphy,3,222.66,667.98,True
ORD-014231,2025-08-09,Asia Pacific,Growth,Outbound,Sullivan and Sons,8,216.94,1735.52,False
ORD-014232,2025-06-13,Latin America,Scale,Outbound,Walsh-Smith,7,566.93,3968.51,False
ORD-014233,2024-04-03,Europe,Growth,Outbound,"Oneill, Mills and Munoz",3,199.03,597.09,True
ORD-014234,2026-03-25,Latin America,Starter,Self-serve,Dunn Inc,12,53.04,636.48,True
ORD-014235,2024-03-14,North America,Growth,Self-serve,Evans Ltd,6,192.27,1153.62,False
ORD-014236,2025-02-01,MEA,Starter,Outbound,Wells-Fitzgerald,9,43.71,393.39,False
ORD-014237,2025-10-17,Europe,Growth,Self-serve,Sullivan Group,2,190.3,380.6,False
ORD-014238,2025-08-24,Latin America,Starter,Outbound,Stone Inc,11,52.8,580.8,True
ORD-014239,2025-10-23,MEA,Starter,Outbound,"Sparks, Baker and Jones",3,54.4,163.2,True
ORD-014240,2024-09-13,North America,Starter,Self-serve,"Oliver, Potter and Lambert",4,46.79,187.16,False
ORD-014241,2024-04-12,Europe,Growth,Partner,Mitchell-Morales,7,223.44,1564.08,False
ORD-014242,2025-06-10,MEA,Scale,Partner,"Lopez, Rose and Jackson",1,567.63,567.63,True
ORD-014243,2024-12-13,MEA,Starter,Partner,Mcdonald LLC,6,48.27,289.62,False
ORD-014244,2024-10-18,North America,Growth,Self-serve,"Gray, Pennington and Cain",7,221.49,1550.43,False
ORD-014245,2026-03-04,Asia Pacific,Scale,Direct,Robinson-Stokes,8,534.87,4278.96,False
ORD-014246,2024-03-13,Asia Pacific,Scale,Direct,Miller PLC,12,462.4,5548.8,False
ORD-014247,2024-05-14,North America,Starter,Outbound,Norris PLC,3,49.05,147.15,False
ORD-014248,2024-09-23,Europe,Scale,Outbound,Lee and Sons,10,539.26,5392.6,False
ORD-014249,2024-02-18,Europe,Growth,Self-serve,Lawrence and Sons,2,173.33,346.66,False
ORD-014250,2025-09-08,MEA,Growth,Outbound,"Garner, Smith and Morgan",8,207.67,1661.36,False
ORD-014251,2024-11-02,North America,Starter,Direct,"Perez, Parsons and May",6,52.15,312.9,False
ORD-014252,2026-01-25,Europe,Starter,Self-serve,"Hall, Bradley and Pena",12,41.83,501.96,False
ORD-014253,2025-06-18,North America,Starter,Partner,Mitchell-Gutierrez,7,53.51,374.57,True
ORD-014254,2025-08-23,Latin America,Growth,Partner,"Lopez, Woods and Hoffman",12,186.98,2243.76,False
ORD-014255,2024-10-09,Latin America,Starter,Partner,Peters-Davis,6,50.71,304.26,False
ORD-014256,2024-05-11,Asia Pacific,Growth,Self-serve,Frost Group,9,223.75,2013.75,True
ORD-014257,2026-02-07,Asia Pacific,Starter,Partner,"Anderson, Hale and Reid",2,54.85,109.7,True
ORD-014258,2024-01-13,Latin America,Growth,Self-serve,"Norman, Garcia and Jones",4,197.29,789.16,True
ORD-014259,2024-08-24,North America,Scale,Self-serve,Villanueva-Hopkins,4,515.86,2063.44,True
ORD-014260,2024-09-23,North America,Scale,Direct,Diaz PLC,7,454.07,3178.49,False
ORD-014261,2024-08-14,North America,Starter,Outbound,"Wright, Randolph and Davis",10,54.83,548.3,False
ORD-014262,2025-01-05,North America,Starter,Partner,Tucker-Russell,2,54.55,109.1,True
ORD-014263,2025-04-10,North America,Growth,Partner,"Allen, Gordon and Jones",5,202.09,1010.45,True
ORD-014264,2025-06-07,Latin America,Scale,Outbound,"Wells, Meyer and Powell",1,555.68,555.68,False
ORD-014265,2024-06-06,Latin America,Growth,Outbound,Dixon LLC,1,195.45,195.45,True
ORD-014266,2024-10-10,Europe,Enterprise,Partner,"Mcknight, Kennedy and Gutierrez",5,1514.71,7573.55,True
ORD-014267,2024-11-11,Asia Pacific,Scale,Partner,"Jennings, Schmidt and Jones",11,560.03,6160.33,False
ORD-014268,2026-03-29,North America,Starter,Direct,Neal-Wright,2,54.57,109.14,False
ORD-014269,2025-11-05,Latin America,Growth,Direct,Butler PLC,11,218.24,2400.64,False
ORD-014270,2024-12-24,MEA,Growth,Self-serve,Thompson PLC,8,203.12,1624.96,False
ORD-014271,2025-05-09,Latin America,Enterprise,Direct,"Sanchez, Lynch and Walker",4,1548.16,6192.64,True
ORD-014272,2024-08-08,North America,Starter,Direct,"Fernandez, Bullock and Bradley",1,48.8,48.8,True
ORD-014273,2024-08-18,Europe,Starter,Partner,Waters and Sons,8,51.82,414.56,False
ORD-014274,2025-10-16,Europe,Add-on: Analytics,Self-serve,Cobb Ltd,7,107.61,753.27,True
ORD-014275,2026-03-06,MEA,Scale,Self-serve,"Davis, Simmons and Bailey",2,507.95,1015.9,False
ORD-014276,2025-03-22,MEA,Enterprise,Self-serve,"Stewart, Carey and Fisher",1,1339.62,1339.62,False
ORD-014277,2025-11-24,Asia Pacific,Starter,Self-serve,"Daniel, Sanchez and Levy",7,49.37,345.59,False
ORD-014278,2024-08-10,Asia Pacific,Starter,Outbound,Williams and Sons,12,53.37,640.44,False
ORD-014279,2025-01-24,Latin America,Scale,Outbound,"Turner, Hunt and Garcia",2,490.55,981.1,True
ORD-014280,2025-04-29,Latin America,Scale,Self-serve,"Miller, Reynolds and Preston",12,509.66,6115.92,False
ORD-014281,2024-01-21,Latin America,Scale,Self-serve,Hall Inc,9,456.21,4105.89,True
ORD-014282,2025-12-30,Latin America,Growth,Direct,"Price, Tran and Brown",2,170.71,341.42,False
ORD-014283,2025-04-24,Asia Pacific,Add-on: Analytics,Self-serve,"Ramirez, Henry and Cooley",9,106.44,957.96,False
ORD-014284,2025-12-29,Asia Pacific,Growth,Self-serve,Padilla-Jones,7,197.78,1384.46,False
ORD-014285,2025-07-23,Asia Pacific,Starter,Partner,Hoffman Inc,2,50.17,100.34,False
ORD-014286,2024-10-08,Asia Pacific,Scale,Direct,Phillips-Garcia,8,437.11,3496.88,False
ORD-014287,2024-03-03,Latin America,Starter,Outbound,Johnson PLC,12,42.44,509.28,False
ORD-014288,2024-10-11,Latin America,Starter,Self-serve,Todd and Sons,11,54.2,596.2,False
ORD-014289,2025-06-02,North America,Growth,Direct,Dunn-Parker,11,203.7,2240.7,False
ORD-014290,2024-11-21,MEA,Scale,Outbound,Powell-Lewis,8,532.62,4260.96,True
ORD-014291,2024-06-20,Latin America,Scale,Self-serve,Stephens-Hester,4,435.01,1740.04,False
ORD-014292,2025-12-26,North America,Enterprise,Direct,Park-Castillo,1,1355.27,1355.27,False
ORD-014293,2025-03-14,Latin America,Starter,Direct,Pratt and Sons,6,42.9,257.4,True
ORD-014294,2025-02-01,Asia Pacific,Starter,Partner,Stevens-Russell,4,47.89,191.56,False
ORD-014295,2025-09-09,Latin America,Scale,Self-serve,"Perry, Chang and Carr",2,442.93,885.86,False
ORD-014296,2025-12-31,Europe,Scale,Self-serve,"Parks, Davidson and Mccarthy",6,514.32,3085.92,False
ORD-014297,2025-09-02,Europe,Add-on: Analytics,Partner,Grant-Heath,2,99.62,199.24,True
ORD-014298,2024-04-25,Asia Pacific,Scale,Self-serve,Simmons Group,7,429.72,3008.04,False
ORD-014299,2026-01-19,MEA,Starter,Partner,Jones-Gutierrez,4,50.76,203.04,False
ORD-014300,2024-09-20,MEA,Growth,Outbound,"King, Robinson and Barron",2,209.72,419.44,False
ORD-014301,2024-10-09,MEA,Growth,Outbound,Huynh-Sanchez,5,220.32,1101.6,False
ORD-014302,2024-02-01,Europe,Scale,Direct,Alvarez LLC,9,546.73,4920.57,False
ORD-014303,2024-09-22,North America,Scale,Outbound,Norman-Escobar,5,484.48,2422.4,True
ORD-014304,2024-11-08,MEA,Starter,Direct,"Nelson, Walker and Olson",9,44.15,397.35,False
ORD-014305,2024-11-26,Asia Pacific,Scale,Partner,Klein-Small,1,568.57,568.57,False
ORD-014306,2024-04-23,Asia Pacific,Growth,Outbound,Hart-Watts,5,198.97,994.85,True
ORD-014307,2025-01-09,Latin America,Starter,Outbound,Oconnell-Wagner,12,45.54,546.48,True
ORD-014308,2024-08-10,Latin America,Add-on: Analytics,Direct,Jones-Dudley,12,86.39,1036.68,False
ORD-014309,2024-10-05,Latin America,Starter,Partner,"Barr, Lee and Carter",8,50.61,404.88,False
ORD-014310,2025-10-19,North America,Starter,Outbound,"Walter, Mckee and Lee",2,43.09,86.18,False
ORD-014311,2024-09-30,Latin America,Scale,Direct,"Tanner, Bennett and Campbell",5,523.67,2618.35,False
ORD-014312,2026-01-24,Asia Pacific,Add-on: Analytics,Direct,Adams-Smith,10,108.86,1088.6,True
ORD-014313,2024-02-05,North America,Starter,Partner,Wall-Price,1,43.92,43.92,False
ORD-014314,2025-10-13,Asia Pacific,Growth,Self-serve,"Brown, Martinez and Mendoza",9,220.61,1985.49,True
ORD-014315,2025-04-16,Europe,Growth,Partner,"Thompson, Cook and Moyer",2,208.93,417.86,False
ORD-014316,2024-07-30,Asia Pacific,Starter,Outbound,"Payne, Jones and Sanders",3,43.02,129.06,False
ORD-014317,2025-01-14,Latin America,Scale,Partner,Cummings and Sons,12,486.15,5833.8,False
ORD-014318,2024-03-09,Asia Pacific,Starter,Partner,Le-Clark,1,52.27,52.27,False
ORD-014319,2025-10-05,Europe,Starter,Outbound,Chapman Inc,11,55.71,612.81,False
ORD-014320,2024-09-16,MEA,Growth,Outbound,Flowers PLC,2,221.86,443.72,False
ORD-014321,2024-09-12,MEA,Growth,Direct,"Krueger, Torres and Henry",12,215.62,2587.44,False
ORD-014322,2025-06-10,Latin America,Growth,Direct,Garrett Group,11,170.34,1873.74,False
ORD-014323,2026-03-12,Europe,Starter,Partner,"Mcclain, Dunn and Smith",5,53.05,265.25,True
